ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
jYLSqElv,2024-04-16 02:29:26_526613,People & Blogs,인공지능 애나,45,41.504112,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,1
jYLSqElv,2024-04-16 02:30:35_804302,News & Politics,연합뉴스TV,51,50.381,1,0,0,1.0,2,0.0,0.0,2.5991265,2.5991265,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-16 02:35:08_844458,News & Politics,KNN 뉴스,89,84.672759,1,7,0,1.0,2,47.777091,48.100197,0.323106,42.128060625,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-16 02:41:42_004161,Entertainment,ttisigi띠식이,256,255.261,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-16 02:45:12_508696,Entertainment,ViolinSamuraiバイオリン侍おっくん,45,0.0,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-16 05:43:41_433955,Entertainment,캬랑Kyaryang,1098,1094.36291,9,8,0,1.5,5,485.38429027777806,490.3007945,98.93353050000002,283.10636061764717,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 05:57:24_949691,Gaming,혜안,1056,1044.496382,4,2,0,1.5,5,568.44689425,558.671263,9.831657,192.77819233333332,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-16 06:03:05_423787,Entertainment,캬랑Kyaryang,483,426.894657,3,0,0,1.5,6,0.0,0.0,4.01899,4.01899,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-16 14:07:42_002502,Music,Ultra Records,189,56.340192,1,1,0,1.0,14,12.764401,11.957097000000001,1.066956,6.5120265,0.0,0.0,0.0,0.0,0,0.0,1
jYLSqElv,2024-04-16 14:08:15_962946,Music,Ultra Records,178,9.629246,1,0,0,1.0,14,0.0,0.0,1.601942,1.601942,0.0,0.0,0.0,0.0,0,0.0,1
